SHA,Author,Author_Date,Lines of Code (LOC),Non-Comment Lines of Code (NCLOC),Lines of Classes,Average Complexity per Class,No. Classes,Total Complexity of Classes,complexity_raw,accumulative_raw
e5977e4e5f56ed7ea79154b7e4db08606f88b026,xiaohengjin,17/10/2017,7915,7003,2193,2.37,60,142.2,142.2,142.2
e1841a02937525ac9d961a9bf39fa47742f99b61,chuxiaofeng,21/8/2017,7915,7003,2193,2.37,60,142.2,142.2,284.4
8ee787bb046d65056f36fbb9cf4ee99129b4c03f,老鬼,2/8/2017,43527,35361,10606,7.99,394,3148.06,3148.06,3432.46
e94048873b8a1f9bcd71b00e129cf249c6d24ab6,demon,25/7/2017,38080,31006,9479,7.67,343,2630.81,2630.81,6063.27
d55b45100f98ebaa5b8a9a38f78561128d6b7c45,chuxiaofeng,21/7/2017,38399,31315,9569,7.72,346,2671.12,2671.12,8734.39
64a4d0e9f8ef02ea49a43cd506f226502d554d60,chuxiaofeng,20/7/2017,43479,35313,10577,7.98,394,3144.12,3144.12,11878.51
41d8988c2891144dc0c42fa7ccaad3a378a8e48a,xiaohengjin,19/7/2017,43527,35360,10604,7.99,394,3148.06,3148.06,15026.57
cec5e2d64e34ba81df524a53ab2ad6f99525f958,chuxiaofeng,17/7/2017,43481,35314,10578,7.98,394,3144.12,3144.12,18170.69
b822016fc6d77e3bff25b26bad49ab7a1f62b0ec,demon,14/7/2017,42382,34568,10444,7.23,391,2826.93,2826.93,20997.62
f3ff63597abe54fe68b22357b64efd033b8e2f4c,chuxiaofeng,13/7/2017,42864,34963,10550,7.26,396,2874.96,2874.96,23872.58
5f966b005f956854011d5ccd2354cf31fe5ef4be,demon,10/7/2017,42359,34546,10435,7.22,391,2823.02,2823.02,26695.6
cd9856e493d9bf36794217c894e2a631817382a1,daryl,6/7/2017,42328,34522,10422,7.22,391,2823.02,2823.02,29518.62
ffb101088a838ee5aab7fee78ffc4f67a24e3619,chuxiaofeng,5/7/2017,42316,34513,10420,7.22,391,2823.02,2823.02,32341.64
2b86faf76685568684a08f84b47f8ed18468ff2a,xhjcehust,3/7/2017,42301,34504,10414,7.23,391,2826.93,2826.93,35168.57
9bd6df694602c076d92c8cfca39b93af265a7e82,chuxiaofeng,30/6/2017,42301,34504,10414,7.23,391,2826.93,2826.93,37995.5
e4e8a962e2511570c9322fe73cc17817fd1ee808,xhjcehust,29/6/2017,46586,37842,11360,7.38,431,3180.78,3180.78,41176.28
abd443120150697df34d8c06d45a125dfaf9b2f5,chuxiaofeng,28/6/2017,45944,37288,11189,7.34,426,3126.84,3126.84,44303.12
342816d2241c8e096ba94c32048b46b3489a2dfd,chuxiaofeng,27/6/2017,42268,34023,10433,7.29,402,2930.58,2930.58,47233.7
383a93f2fb75555b6d41c39a12272dc2b5ad91fb,xiaohengjin,26/6/2017,42100,33862,10413,7.31,400,2924,2924,50157.7
053f0161e247adebb96e8d550c06990ee9993caf,chuxiaofeng,22/6/2017,41217,33034,10137,7.22,392,2830.24,2830.24,52987.94
d67fd9aa523133f3d1094cfe37bd8660876f920c,chuxiaofeng,21/6/2017,41217,33034,10137,7.22,392,2830.24,2830.24,55818.18
f21e3239bfe1aeab3d4563d558f8fec73a2614f4,xiaohengjin,20/6/2017,39815,31697,9687,7.04,382,2689.28,2689.28,58507.46
998f7262b0a714809c9784362e859626b178ba25,chuxiaofeng,16/6/2017,39767,31655,9672,7.06,381,2689.86,2689.86,61197.32
4b92e19ce9c4ad05f69db91bb8a3e432a14e245e,chuxiaofeng,15/6/2017,39724,31612,9659,7.06,380,2682.8,2682.8,63880.12
a475831213a62c775264f652abfaa188fa5f47aa,chuxiaofeng,14/6/2017,39580,31490,9636,7.11,375,2666.25,2666.25,66546.37
3190d5fe7468326b1565b5f9bbb17166868cadb5,xiaohengjin,12/6/2017,38948,30955,9429,7.01,373,2614.73,2614.73,69161.1
57827bc7ab6df6017702a4b8a56b54e34c35d857,chuxiaofeng,9/6/2017,38948,30955,9429,7.01,373,2614.73,2614.73,71775.83
4d3ef2f5d69e1e47882930e0f5fe3b7ac9dec856,chuxiaofeng,6/6/2017,38948,30955,9429,7.01,373,2614.73,2614.73,74390.56
7823fd701da045948cb106a132a3c000a7be5953,chuxiaofeng,5/6/2017,41798,33551,9445,7,374,2618,2618,77008.56
06bf07ef600d7fff3216f714b623c95d8b9b8f7b,chuxiaofeng,2/6/2017,43509,33769,9530,6.9,383,2642.7,2642.7,79651.26
60c27883c8595a7fcbe35db2c28951ea31432f65,suqiangithub,1/6/2017,46076,36622,10532,7.21,410,2956.1,2956.1,82607.36
6d720c71e49a85490901847c3af7a74ca1fbeec6,mark,31/5/2017,46038,36592,10526,7.22,409,2952.98,2952.98,85560.34
68f60e1184710f74c089bb98ccb872544d06acfa,chuxiaofeng,27/5/2017,46446,36832,10574,7.16,415,2971.4,2971.4,88531.74
b3287300c1dc5fcb3cd9c9c5ac753c544b3f4aa3,chuxiaofeng,26/5/2017,46397,36810,10575,7.19,413,2969.47,2969.47,91501.21
705c28f624f103a7149f0ced45bc205a37f48fea,chuxiaofeng,25/5/2017,46192,36697,10541,7.17,412,2954.04,2954.04,94455.25
3baa0737236a28d89e3e06db3161fd1bcc03d2b6,chuxiaofeng,24/5/2017,45940,36497,10491,7.2,409,2944.8,2944.8,97400.05
4f275a00fd73a8b0aa925d5165a69dc50636c977,xiaohengjin,22/5/2017,45926,36487,10487,7.19,409,2940.71,2940.71,100340.76
25a55701a990d49a99aaa30df77a7782b66d9ec4,xiaohengjin,19/5/2017,45918,36479,10485,7.19,409,2940.71,2940.71,103281.47
d71109c9361f77ba8e90447c23fa28243226597f,chuxiaofeng,18/5/2017,45891,36449,10475,7.18,409,2936.62,2936.62,106218.09
fb29ee651ea1dfc2f50dcbe6d3fa3ea2185e66c7,chuxiaofeng,16/5/2017,46186,36676,10526,7.15,412,2945.8,2945.8,109163.89
4a60661b6755b5bac67a8cea8bc81dc14435c00f,chuxiaofeng,15/5/2017,46169,36659,10523,7.15,412,2945.8,2945.8,112109.69
b613f38d47b70a973ec69c4b826de0a9200543e1,chuxiaofeng,12/5/2017,45937,36479,10476,7.17,409,2932.53,2932.53,115042.22
1239f150dbdd8a3f41beb5a191b17f1a2a53c288,chuxiaofeng,11/5/2017,45937,36479,10476,7.17,409,2932.53,2932.53,117974.75
6ca404fc54aeca954df45dd26aaab0bc2fcf18b0,xiaohengjin,8/5/2017,45926,36469,10471,7.17,409,2932.53,2932.53,120907.28
06de357a87264de984e7bb2ba0700832fdf229f0,Xxvholic,4/5/2017,45899,36451,10469,7.18,408,2929.44,2929.44,123836.72
9bfa625d470a197a0428f33a9bfee51e21fe138e,xiaohengjin,3/5/2017,45883,36435,10465,7.18,408,2929.44,2929.44,126766.16
56c8362ac2775f97f731d689e4a316162696d437,chuxiaofeng,2/5/2017,43598,34362,10445,7.1,412,2925.2,2925.2,129691.36
e6ff3bf18a4c898176db6044aab96e238bf9bc0a,chuxiaofeng,28/4/2017,43587,34352,10439,7.09,412,2921.08,2921.08,132612.44
900822d6ad7b7ed10593c7d22a7c1216769bd3dd,xiaohengjin,27/4/2017,45444,36021,10298,7.05,406,2862.3,2862.3,135474.74
60cec882392d5200554752425157ebc67946d29f,chuxiaofeng,26/4/2017,43665,34412,10462,7.1,412,2925.2,2925.2,138399.94
c81a43123c2e4cf854714744d533ab6a7f293750,chuxiaofeng,25/4/2017,43630,34377,10444,7.07,412,2912.84,2912.84,141312.78
4d42cd38e9904317c3aa854d358cabc89f71bdbf,chuxiaofeng,24/4/2017,43664,34387,10438,7.08,412,2916.96,2916.96,144229.74
82377ecc63f8af7e2df6d51f6e697697fe07254d,chuxiaofeng,21/4/2017,43539,34303,10415,7.02,412,2892.24,2892.24,147121.98
c91aac4feedc443647d052837ff40d58be03d4cd,chuxiaofeng,20/4/2017,43403,34180,10364,6.98,412,2875.76,2875.76,149997.74
28f91352527886729b8c1f72af04f9a0875d2a96,xiaohengjin,19/4/2017,43172,33969,10289,6.96,410,2853.6,2853.6,152851.34
a4de694347227307a5aac458c69aee98be531e66,Demon,18/4/2017,33965,23475,6824,5.46,324,1769.04,1769.04,154620.38
ebd407f820494e2fa43fb54a82e0e8a91d4b015c,xiaohengjin,17/4/2017,43155,33952,10285,6.96,410,2853.6,2853.6,157473.98
c6e13ed335c874608f843b5c9245aecb4eca68d9,chuxiaofeng,13/4/2017,43157,33954,10289,6.97,410,2857.7,2857.7,160331.68
81d5c29f2b069ef41be5640372ca17af3b247985,chuxiaofeng,11/4/2017,43314,34071,10318,6.95,412,2863.4,2863.4,163195.08
deab31351174e36aef8ebc7a27dedd247a43a226,chuxiaofeng,10/4/2017,43152,33949,10287,6.97,410,2857.7,2857.7,166052.78
e1cef131035871f75164e004239a4e709b5a41be,chuxiaofeng,7/4/2017,43126,33929,10279,6.97,410,2857.7,2857.7,168910.48
9bf60b703f43390e95e1bf292bccb199ebc654a9,xiaohengjin,6/4/2017,46193,36738,10362,6.91,415,2867.65,2867.65,171778.13
9c5a800f3f886ecc0d61ea5a6cf3b8b997a8b434,xiaohengjin,5/4/2017,46103,36672,10337,6.92,414,2864.88,2864.88,174643.01
37285849737c19aff85eedad70362e56d40661ae,xiaohengjin,1/4/2017,43126,33929,10279,6.97,410,2857.7,2857.7,177500.71
69d71696a8f225997591a4fb41da03e14cec4cc8,chuxiaofeng,31/3/2017,43091,33900,10273,6.97,409,2850.73,2850.73,180351.44
601f9e03aab5b33610a94a1db2afbefbc583c27d,chuxiaofeng,30/3/2017,43267,34040,10311,6.95,412,2863.4,2863.4,183214.84
f1ce4960d2b3db6ba0a4ece57d7e4a85412aa060,chuxiaofeng,29/3/2017,43063,33873,10263,6.96,409,2846.64,2846.64,186061.48
396403fd5955cb7195cf1e45b594d675f1caefc5,xiaohengjin,28/3/2017,42619,33492,10139,6.96,405,2818.8,2818.8,188880.28
9d698603b75c6f32433b65fa6630e224113c7a64,caichengxiang,27/3/2017,42639,33512,10151,6.96,405,2818.8,2818.8,191699.08
7d74ab9d2c7eed93efa93ba3c5dd34ac1d69c76a,Mac Chow,24/3/2017,42624,33497,10144,6.96,405,2818.8,2818.8,194517.88
d2ba272a39cce63e5ab22c3e1f87239fd5cd3c82,chuxiaofeng,23/3/2017,42622,33495,10143,6.96,405,2818.8,2818.8,197336.68
a601cd56012054d3f23d9b2c170e2fd229b7e093,xiaohengjin,22/3/2017,42629,33502,10141,6.96,405,2818.8,2818.8,200155.48
2e6561be38e7b6ba4d55c63958296b581319cc4a,chuxiaofeng,20/3/2017,42629,33500,10143,6.96,405,2818.8,2818.8,202974.28
0c6fe5650c087e4292a0d36766ddb73d23827174,chiyou,17/3/2017,45037,35833,10136,6.96,405,2818.8,2818.8,205793.08
6ca2f0468004ce242daef72dbf9597315f4e9f2e,sunjun,16/3/2017,44848,35652,10119,6.94,405,2810.7,2810.7,208603.78
7837ac14cc91433d5ce98d2092210b2bdc9dae22,mark,15/3/2017,44768,35572,10116,6.94,405,2810.7,2810.7,211414.48
413c2043a392e4c0b7f1405d160581bad8a89542,chuxiaofeng,14/3/2017,44729,35537,10098,6.92,405,2802.6,2802.6,214217.08
042f5c3f7025345410af545844968548db37609f,chuxiaofeng,13/3/2017,44758,35569,10112,6.93,405,2806.65,2806.65,217023.73
9d2e8206f6cb713f9355037c00391c3bb7d6a0fa,xiaohengjin,10/3/2017,44718,35524,10098,6.92,405,2802.6,2802.6,219826.33
460f1ffef58684bcd49db9143494514225a8e024,caichengxiang,9/3/2017,44613,35427,10069,6.91,404,2791.64,2791.64,222617.97
3db88745fff4073ba05e6aa735e82a2f75bbe95d,chuxiaofeng,8/3/2017,44582,35396,10069,6.91,404,2791.64,2791.64,225409.61
4d9556995e28b28ec2d16a90c79ecaceca281cab,caichengxiang,7/3/2017,44346,35190,10014,6.88,403,2772.64,2772.64,228182.25
147fbf0dbc4ce750e67d55740f23078e4e765b5b,xiaohengjin,6/3/2017,43884,34844,9900,6.77,403,2728.31,2728.31,230910.56
29bcb3033bcb45de23ccd6b5f86accbf8c3e10e1,xiaohengjin,3/3/2017,44270,35125,9996,6.88,402,2765.76,2765.76,233676.32
012b4496534c8d35985140b655c50bb405831bc5,chuxiaofeng,2/3/2017,44228,35083,9978,6.87,402,2761.74,2761.74,236438.06
e03adbb8861e1dce56b254ead6d41d80808ea5d0,caichengxiang,1/3/2017,43867,34833,9894,6.79,402,2729.58,2729.58,239167.64
85d20b80a0aadd3293241e70c0a3e81f980a11d6,chuxiaofeng,28/2/2017,44138,35014,9956,6.82,402,2741.64,2741.64,241909.28
089311b319bbe926bfdcb13c12efb5477f84992a,xiaohengjin,27/2/2017,43879,34845,9909,6.79,402,2729.58,2729.58,244638.86
0dd156a685d95b07f60966f9527a944825bc2fda,chiyou,24/2/2017,43866,34832,9894,6.78,402,2725.56,2725.56,247364.42
95d39f79939037bda6ee249d6f2aab7a40050e2d,chiyou,23/2/2017,43846,34812,9886,6.77,402,2721.54,2721.54,250085.96
a8ebcf7e39520b462a63561754ac1e0f3763a77c,Wei Dai,22/2/2017,33965,23475,6824,5.46,324,1769.04,1769.04,251855
215aad21faf0822a3877343394e917e439178e4d,chuxiaofeng,21/2/2017,43842,34806,9883,6.76,402,2717.52,2717.52,254572.52
d0ac31bdf326f5b98920cee8ba7e19992e2c204d,chuxiaofeng,20/2/2017,43094,34114,9676,6.74,397,2675.78,2675.78,257248.3
4120ec93286bb609b3dee80201544d576967d7fe,delai,18/2/2017,33965,23475,6824,5.46,324,1769.04,1769.04,259017.34
c385670ce2b99da3c4174acf6f309f1c85115814,chuxiaofeng,16/2/2017,43744,34711,9862,6.75,402,2713.5,2713.5,261730.84
b6c8411458751aca72d6f8ad549a1f99c6d64624,caichengxiang,14/2/2017,43060,34080,9660,6.73,397,2671.81,2671.81,264402.65
118e9772af995587f5adaabcac3d577d5aea4313,caichengxiang,10/2/2017,43054,34074,9658,6.73,397,2671.81,2671.81,267074.46
10aec68eba44c66a951780d993de3d97e61217ca,chuxiaofeng,9/2/2017,43755,34721,9868,6.75,402,2713.5,2713.5,269787.96
d80cb731bcbd121e46c0bae80264461f2c50d7af,caichengxiang,8/2/2017,43050,34070,9658,6.73,397,2671.81,2671.81,272459.77
d0cffd447b93852dfa4e59ed22ddb08335d0352c,nuomi,7/2/2017,42055,33184,9426,6.53,394,2572.82,2572.82,275032.59
5a7faded7f9b3510b81489b710bc10312a7c35a3,caichengxiang,6/2/2017,42988,34021,9641,6.7,397,2659.9,2659.9,277692.49
624ee2dd5324bfcf423446d727bbfa80a7a2852b,chuxiaofeng,4/2/2017,42997,34017,9654,6.73,397,2671.81,2671.81,280364.3
0600453cb020a8fdce64e26169a99eb6fd2ce4ef,chuxiaofeng,24/1/2017,42997,34017,9654,6.73,397,2671.81,2671.81,283036.11
37b330afafef886670d41bb35568a39dfdd0b533,chuxiaofeng,23/1/2017,42946,33979,9641,6.7,397,2659.9,2659.9,285696.01
8923ce7670e09a0dcb222a330f3f1c04d35215fb,caichengxiang,20/1/2017,42946,33979,9641,6.7,397,2659.9,2659.9,288355.91
6dcc57fbda851ada758c4e343d1ac82be8ecbd5b,guangyao,19/1/2017,42942,33975,9641,6.7,397,2659.9,2659.9,291015.81
2169210c78e952a36aac9dd3f27ff65c0f6f41b3,chuxiaofeng,18/1/2017,42850,33885,9641,6.7,397,2659.9,2659.9,293675.71
8b5f4c881306cef4eb66b4ae6f39a755fc0a679c,chuxiaofeng,17/1/2017,42850,33885,9641,6.7,397,2659.9,2659.9,296335.61
26c8e7fce81a50f0ade8eae2728af8565f64a38c,chiyou,16/1/2017,42850,33885,9641,6.69,397,2655.93,2655.93,298991.54
8c105ae6da32472cc91d7e6a8d2d7500e6464ab1,funny,13/1/2017,42350,33446,9489,6.59,395,2603.05,2603.05,301594.59
f7b034f8fd77accc42901fc66b8f6b3b77e6423c,chuxiaofeng,10/1/2017,42350,33446,9489,6.59,395,2603.05,2603.05,304197.64
7c3cf0335421d3a856e78099ab13710853ba33e5,chuxiaofeng,9/1/2017,42350,33446,9489,6.59,395,2603.05,2603.05,306800.69
d07b42fd7a0dcfa0c9326ce332c79b35e7ee5510,小牛,7/1/2017,42285,33383,9485,6.59,395,2603.05,2603.05,309403.74
3de6c85ca2ba8b195713bded7487b2d07ca65744,小牛,5/1/2017,42285,33383,9485,6.59,395,2603.05,2603.05,312006.79
508abeb46e96b8137926bb5c7a271a259c49e4d8,chuxiaofeng,4/1/2017,42258,33356,9473,6.57,395,2595.15,2595.15,314601.94
2728f98376350f915bc6e1c9f12b76c80484570f,suqiangithub,3/1/2017,42288,33386,9487,6.59,395,2603.05,2603.05,317204.99
2085980e98c8c464eb6d8c4623152a20dddd88e4,chuxiaofeng,2/1/2017,42258,33356,9473,6.57,395,2595.15,2595.15,319800.14
980a12276592fb8a32e77905bb8cad0ccc71bcf7,chuxiaofeng,29/12/2016,42254,33352,9472,6.57,395,2595.15,2595.15,322395.29
59d84a94881447639cc338d0bf56a453992816c0,chiyou,28/12/2016,42115,33245,9439,6.56,394,2584.64,2584.64,324979.93
8f9a20835abe426ebcaf14f8f369f403a2280839,chuxiaofeng,27/12/2016,42117,33247,9439,6.56,394,2584.64,2584.64,327564.57
e029b4485ac82707a04dc6aee95e004870fa8158,Xxvholic,26/12/2016,42115,33245,9439,6.56,394,2584.64,2584.64,330149.21
2797d3377332bf16adfac1300fbf999c21f2149a,chuxiaofeng,23/12/2016,42113,33243,9437,6.56,394,2584.64,2584.64,332733.85
1a26f7f4f83cf8196b906bb301082003fdf56800,nuomi,22/12/2016,42066,33195,9427,6.54,394,2576.76,2576.76,335310.61
4a47a6794a2d93d54780f00a932501c978b4af21,Mac Chow,21/12/2016,41991,33124,9395,6.54,394,2576.76,2576.76,337887.37
0e2629492771d057f9d347802b647f2a9e2d49a7,Mac Chow,20/12/2016,41970,33112,9389,6.54,394,2576.76,2576.76,340464.13
8c00fcf7b598c9a96e9f7ad1bfa244ecf8bb4386,chiyou,19/12/2016,42550,33618,9576,6.63,396,2625.48,2625.48,343089.61
2c51edfffd077851c347f6a1caab62d46767d2c8,卫星,16/12/2016,41959,33101,9383,6.53,394,2572.82,2572.82,345662.43
a0f0b952be8bb4f7994948762bd46a45289c069c,jiema,15/12/2016,41333,32582,9216,6.48,389,2520.72,2520.72,348183.15
5d3905593c0884b97e78cf1962f84484427c079c,chuxiaofeng,14/12/2016,41946,33089,9382,6.53,394,2572.82,2572.82,350755.97
ea1619fb972f5af20ed16dac165b642947b73a72,chuxiaofeng,13/12/2016,41698,32875,9334,6.56,390,2558.4,2558.4,353314.37
5979857012ef319303cb733b85cd1fdca8301cb1,chiyou,12/12/2016,41317,32566,9216,6.48,389,2520.72,2520.72,355835.09
200e3fe0540312aebe41bed25fca95f32a638b8f,chuxiaofeng,11/12/2016,41328,32575,9218,6.48,389,2520.72,2520.72,358355.81
9a9a30439de3221d1970e0e17d686ae4db766c88,chuxiaofeng,10/12/2016,41655,32807,9299,6.54,390,2550.6,2550.6,360906.41
0ec81e2b73d98fe43a3b405ea7e1269fc48c4418,chiyou,9/12/2016,41818,33006,9369,6.58,391,2572.78,2572.78,363479.19
75adf9f2b49f2a02b43de95eeae847c7011e92d5,chuxiaofeng,8/12/2016,41393,32621,9225,6.47,390,2523.3,2523.3,366002.49
6c799264e748edcd85dbedd372a1dc42ef2589c8,nuomi,7/12/2016,40711,32073,9043,6.5,382,2483,2483,368485.49
3586a8dd2a6cbc092d10b9408d38020c6b5e69d6,chuxiaofeng,6/12/2016,40708,32070,9041,6.49,382,2479.18,2479.18,370964.67
5197c3761f6a73c4007587e80e37186eddfa5c26,chuxiaofeng,5/12/2016,40060,31546,8866,6.32,380,2401.6,2401.6,373366.27
258e40b8fe80e2ea4ab91c75c723102e93a6b430,chuxiaofeng,1/12/2016,40156,31542,9032,6.48,382,2475.36,2475.36,375841.63
6459b35a72aa8991c9e13e03099227d2e0885076,chuxiaofeng,29/11/2016,40105,31491,9016,6.46,382,2467.72,2467.72,378309.35
38255db6dfbd9ed617d4e6b7267afe9fc6177d0f,chiyou,28/11/2016,40057,31543,8865,6.32,380,2401.6,2401.6,380710.95
5f2f640e049a53d1518bde9b008424c9538f2437,chuxiaofeng,25/11/2016,40101,31478,9021,6.46,382,2467.72,2467.72,383178.67
f9c9a69e7fc4d368e271d34547b802aeb3ea81fb,nuomi,23/11/2016,40043,31529,8860,6.31,380,2397.8,2397.8,385576.47
99319e5cb1a14c663f6a37c1b79e508e6f348a5c,chiyou,22/11/2016,39511,31021,8858,6.31,380,2397.8,2397.8,387974.27
b977730bae729e973b97cc7521c8ed571d0bb8b2,chuxiaofeng,21/11/2016,40032,31416,8998,6.44,382,2460.08,2460.08,390434.35
a372a140796ac3b674bb84167911338eb3426d25,chuxiaofeng,18/11/2016,39500,31010,8853,6.3,380,2394,2394,392828.35
6683e5a3023a8c79ee74cdd422a49d4cc803ff56,chuxiaofeng,17/11/2016,39432,30948,8832,6.31,379,2391.49,2391.49,395219.84
6eaa69d9b8fde9f5ab5167d90a00f2647508ec2d,chuxiaofeng,15/11/2016,39434,30929,8811,6.26,380,2378.8,2378.8,397598.64
affaa635456bf58cab9f1a3240ee353cf7f62ee0,chuxiaofeng,14/11/2016,39361,30877,8793,6.27,379,2376.33,2376.33,399974.97
778bb3f3293aacef7aa0798c2cc2106dc00793dc,jiema,10/11/2016,39366,30882,8791,6.27,379,2376.33,2376.33,402351.3
e68e5afd999abac74b21eb649bd2bb6f27a2f72d,chuxiaofeng,9/11/2016,39842,31232,8929,6.4,381,2438.4,2438.4,404789.7
11eabce212ad50f75d096b8ad970a70d128365ab,小牛,8/11/2016,39322,30838,8788,6.26,379,2372.54,2372.54,407162.24
4c781e6f699f327e4c3d92392dbeec7e27c40351,mark,7/11/2016,39103,30621,8661,6.18,379,2342.22,2342.22,409504.46
0692cdb6706cf0e1b0c39a9e76df6f2750450c23,chiyou,4/11/2016,39320,30836,8786,6.26,379,2372.54,2372.54,411877
d785a1d2d7d3837b04db1c4a4d3393e4d3dbefdf,chiyou,3/11/2016,39261,30777,8756,6.24,379,2364.96,2364.96,414241.96
8234cb66ca1416708c87f9cdd00a2063c808d9e0,小牛,1/11/2016,39255,30771,8750,6.24,379,2364.96,2364.96,416606.92
5f230d1e15f7798dd458a488f40b5fc9b79052ce,chuxiaofeng,31/10/2016,39368,30858,8756,6.29,380,2390.2,2390.2,418997.12
8eed66e2d08cb78ff9e85a5d03f4f5bfc9dfe5f5,chuxiaofeng,30/10/2016,39268,30773,8728,6.25,379,2368.75,2368.75,421365.87
6d72f27a3d3c0b3b2233601af000dc2ad674ffd4,chuxiaofeng,29/10/2016,39261,30767,8725,6.24,379,2364.96,2364.96,423730.83
4c2f16bd8157c63a21181afba66cc812266b7bb4,chiyou,27/10/2016,39066,30584,8660,6.18,379,2342.22,2342.22,426073.05
28a40bef046446d4abfeceded9ff642650db712b,jiema,26/10/2016,39098,30616,8661,6.18,379,2342.22,2342.22,428415.27
824149039dec51d4c2f8ee8b4b33527cc6bc5016,chiyou,25/10/2016,39068,30586,8661,6.18,379,2342.22,2342.22,430757.49
086d58296c64c90f117c325965e457920ce6cee0,chiyou,24/10/2016,38975,30492,8630,6.16,379,2334.64,2334.64,433092.13
efeb5a0c9e93b31548fbd4d870983e169f4cd3d9,chuxiaofeng,21/10/2016,38961,30496,8630,6.18,378,2336.04,2336.04,435428.17
3b270f1fc2a2dd47bf7d962234643b1a936c07a1,chiyou,20/10/2016,38905,30434,8609,6.15,379,2330.85,2330.85,437759.02
8cfbfa8a93996a2e8cb18e9291253354cf4a6f8b,小牛,19/10/2016,38853,30391,8594,6.16,378,2328.48,2328.48,440087.5
2f3c069dee78e8c933db617b50513caf359e98ce,chiyou,18/10/2016,38850,30388,8592,6.16,378,2328.48,2328.48,442415.98
ce6f90e83fbf10947b64ee50903cc65515a4151d,Towers,17/10/2016,38868,30411,8602,6.17,378,2332.26,2332.26,444748.24
40085751bd2db089a4bbb1b474a3326b71b864f0,suqiangithub,14/10/2016,38746,30298,8562,6.17,376,2319.92,2319.92,447068.16
1e8e9256247938076b1d6a5215075e6728cb6294,chuxiaofeng,12/10/2016,38674,30229,8535,6.14,376,2308.64,2308.64,449376.8
83ca117be54b30c1c423023ece5c58d1a50d75e2,chuxiaofeng,11/10/2016,38668,30223,8531,6.13,376,2304.88,2304.88,451681.68
868093e691640455251758a19ab84a1a62ff5323,siyuan,10/10/2016,38668,30223,8531,6.13,376,2304.88,2304.88,453986.56
6fc59cb8e19c206d4477edc68bbd327607bd457a,chiyou,9/10/2016,38667,30222,8530,6.13,376,2304.88,2304.88,456291.44
22c266fe37f3c56686ca2863436949bf037237f1,chuxiaofeng,8/10/2016,38667,30222,8530,6.13,376,2304.88,2304.88,458596.32
040a5006aff21bf52ae0361e984a2bd3a62a5cd3,卫星,30/9/2016,38700,30249,8534,6.13,376,2304.88,2304.88,460901.2
ff6042ddeb2b4ce97cc84a479a0b48be76006167,chiyou,29/9/2016,38664,30219,8529,6.13,376,2304.88,2304.88,463206.08
87c346f3d13d374fba373057b2874c9c1475cc8e,潘炜康,28/9/2016,38656,30211,8525,6.12,376,2301.12,2301.12,465507.2
cf79e54a0df2c57854489ee0a78f8d964a8c2130,chuxiaofeng,27/9/2016,38643,30198,8519,6.12,376,2301.12,2301.12,467808.32
64da861a4bb71ca4ab56be64f4444d58168c815f,suqiangithub,26/9/2016,38639,30194,8517,6.12,376,2301.12,2301.12,470109.44
83e04ccd865acb3b0722dc66d4697dcebc0f0e4c,demon,22/9/2016,38647,30202,8519,6.12,376,2301.12,2301.12,472410.56
b9fc73eb2c675bab03996a9c418a0636e853ceff,小牛,21/9/2016,38630,30185,8512,6.11,376,2297.36,2297.36,474707.92
40cc44ba02601d2c89a3caf327f0ffcc87adfc22,小牛,19/9/2016,38461,30027,8465,6.15,373,2293.95,2293.95,477001.87
a42df8b958893db97d474438c69401b7d8e493bf,小牛,18/9/2016,38385,29966,8449,6.14,372,2284.08,2284.08,479285.95
c70e1b0e5c2bc0712690397d4d2bb794e435137e,Dr_rOot,17/9/2016,33965,23475,6824,5.46,324,1769.04,1769.04,481054.99
33432585c986bb4594eb6d96340bffe5f2b452b5,Xxvholic,13/9/2016,38380,29961,8448,6.13,372,2280.36,2280.36,483335.35
b528aff708adbec3a30c89bc3477bfa659f5f590,Xxvholic,12/9/2016,38380,29961,8448,6.13,372,2280.36,2280.36,485615.71
9c7e5e1aeda8e9ccacd10ae33b18b6664e95462a,Ray,9/9/2016,38359,29941,8444,6.12,372,2276.64,2276.64,487892.35
ae594b301347dda4a094cb327c6dd9bf930bbe49,Demon,31/8/2016,38369,29950,8446,6.13,372,2280.36,2280.36,490172.71
3a0c1816a0438a0673e4490a163d471c75fd315e,卫星,30/8/2016,38361,29943,8444,6.12,372,2276.64,2276.64,492449.35
b1eb156d09ad4ed8c7712a3ec4264493d2dc23b7,Mac Chow,29/8/2016,38951,30420,8612,6.1,379,2311.9,2311.9,494761.25
10f3257314ed04466242c5f43deacb209b4905f7,Mac Chow,28/8/2016,38952,30411,8607,6.09,379,2308.11,2308.11,497069.36
86baf423cd3b48f708ce301f14d9a46a792356d9,小牛,26/8/2016,38316,29899,8439,6.13,371,2274.23,2274.23,499343.59
db4838ca28c1f54c5cfc1ad9a3452d8aa920adc1,winglechen,25/8/2016,33965,23475,6824,5.46,324,1769.04,1769.04,501112.63
32c41cb5bf623067e85a578a43dee5f147bb086d,nuomi,24/8/2016,37589,29351,8317,6.19,361,2234.59,2234.59,503347.22
83fdccafd53f07f3726953fdb80cc646641db673,小牛,23/8/2016,38199,29792,8409,6.14,369,2265.66,2265.66,505612.88
