Datetime,complexity_raw,complexity_regress,accumulative_raw,accumulative_regress,time_delta_days
2011-02-17 02:08:00+00:00,13.5,32.505403870967754,13.5,32.505403870967754,0.0
2011-02-18 00:36:08+00:00,18.0,33.92451741935485,31.5,66.4299212903226,0.9362037037037036
2011-02-20 20:53:11+00:00,24.0,35.343630967741944,55.5,101.77355225806454,3.7813773148148146
2011-02-21 19:59:48+00:00,34.2,36.76274451612905,89.7,138.5362967741936,4.744305555555556
2011-02-22 12:10:54+00:00,43.3,38.18185806451614,133.0,176.71815483870975,5.4186805555555555
2011-02-23 10:57:27+00:00,44.2,39.60097161290324,177.2,216.319126451613,6.367673611111111
2011-02-24 22:12:23+00:00,44.2,41.02008516129034,221.39999999999998,257.33921161290334,7.836377314814815
2011-02-25 22:00:51+00:00,39.2,42.439198709677434,260.59999999999997,299.7784103225808,8.828368055555556
2011-03-01 15:32:22+00:00,39.2,43.85831225806453,299.79999999999995,343.6367225806453,12.558587962962964
2011-03-18 19:44:14+00:00,39.2,45.277425806451625,338.99999999999994,388.91414838709693,29.73349537037037
2011-03-19 23:07:44+00:00,39.2,46.69653935483872,378.19999999999993,435.61068774193564,30.874814814814815
2011-03-22 14:43:45+00:00,43.12,48.11565290322582,421.31999999999994,483.7263406451615,33.52482638888889
2011-03-23 23:29:33+00:00,43.12,49.53476645161292,464.43999999999994,533.2611070967744,34.889965277777776
2011-03-27 06:22:19+00:00,44.0,50.95388000000001,508.43999999999994,584.2149870967744,38.17660879629629
2011-04-03 16:43:49+00:00,44.0,52.372993548387115,552.4399999999999,636.5879806451615,45.608206018518516
2011-04-05 09:41:27+00:00,48.0,53.79210709677421,600.4399999999999,690.3800877419357,47.31489583333333
2011-04-06 00:50:18+00:00,55.67999999999999,55.211220645161305,656.1199999999999,745.591308387097,47.946041666666666
2011-04-07 12:49:09+00:00,56.52,56.6303341935484,712.6399999999999,802.2216425806454,49.44524305555556
2011-04-08 13:53:30+00:00,56.52,58.049447741935495,769.1599999999999,860.2710903225809,50.48993055555555
2011-04-17 18:14:46+00:00,56.52,59.4685612903226,825.6799999999998,919.7396516129035,59.67136574074074
2011-04-22 14:10:18+00:00,56.52,60.88767483870969,882.1999999999998,980.6273264516132,64.50159722222222
2011-04-23 15:33:39+00:00,64.68,62.30678838709679,946.8799999999999,1042.93411483871,65.55947916666666
2011-04-25 01:48:12+00:00,65.66000000000001,63.72590193548389,1012.5399999999998,1106.660016774194,66.98625
2011-04-28 18:02:38+00:00,66.5,65.14501548387099,1079.04,1171.805032258065,70.66293981481482
2011-05-01 09:10:27+00:00,73.76,66.56412903225808,1152.8,1238.369161290323,73.29336805555556
2011-05-02 15:39:46+00:00,63.84,67.98324258064517,1216.6399999999999,1306.3524038709681,74.56372685185185
2011-05-06 10:58:18+00:00,62.16,69.40235612903227,1278.8,1375.7547600000005,78.36826388888889
2011-05-07 00:55:59+00:00,63.0,70.82146967741937,1341.8,1446.5762296774199,78.94998842592592
2011-05-08 05:06:45+00:00,62.16,72.24058322580646,1403.96,1518.8168129032263,80.12413194444444
2011-05-09 04:31:12+00:00,75.14,73.65969677419356,1479.1000000000001,1592.47650967742,81.09944444444444
2011-05-10 15:52:43+00:00,82.8,75.07881032258067,1561.9,1667.5553200000006,82.5727199074074
2011-05-11 14:09:55+00:00,78.3,76.49792387096775,1640.2,1744.0532438709683,83.50133101851851
2011-05-14 18:32:30+00:00,84.16999999999999,77.91703741935486,1724.3700000000001,1821.970281290323,86.68368055555555
2011-05-16 13:44:34+00:00,84.16999999999999,79.33615096774196,1808.5400000000002,1901.3064322580651,88.48372685185186
2011-05-30 17:43:36+00:00,84.16999999999999,80.75526451612905,1892.7100000000003,1982.0616967741942,102.64972222222222
2011-05-31 00:23:27+00:00,84.16999999999999,82.17437806451615,1976.8800000000003,2064.2360748387105,102.92739583333334
2011-06-01 00:10:38+00:00,85.88,83.59349161290325,2062.76,2147.8295664516136,103.91849537037037
2011-06-09 23:00:06+00:00,84.16999999999999,85.01260516129034,2146.9300000000003,2232.8421716129037,112.86951388888889
2011-06-10 16:03:47+00:00,84.16999999999999,86.43171870967744,2231.1000000000004,2319.2738903225813,113.5804050925926
2011-06-17 05:08:45+00:00,85.88,87.85083225806454,2316.9800000000005,2407.124722580646,120.12552083333334
2011-06-29 18:24:58+00:00,85.88,89.26994580645163,2402.8600000000006,2496.3946683870977,132.67844907407408
2011-07-01 21:29:40+00:00,90.44,90.68905935483872,2493.3000000000006,2587.0837277419364,134.80671296296296
2011-07-04 13:10:46+00:00,99.0,92.10817290322582,2592.3000000000006,2679.191900645162,137.46025462962962
2011-07-06 15:37:29+00:00,101.0,93.52728645161292,2693.3000000000006,2772.719187096775,139.5621412037037
2011-07-07 18:21:02+00:00,101.8,94.94640000000001,2795.100000000001,2867.6655870967747,140.6757175925926
2011-07-19 14:15:55+00:00,109.92,96.36551354838711,2905.020000000001,2964.031100645162,152.5054976851852
2011-07-20 00:04:49+00:00,107.64,97.78462709677422,3012.6600000000008,3061.8157277419364,152.9144560185185
2011-08-02 23:50:28+00:00,107.64,99.2037406451613,3120.3000000000006,3161.0194683870977,166.90449074074075
2011-08-03 00:11:08+00:00,107.64,100.6228541935484,3227.9400000000005,3261.642322580646,166.9188425925926
2011-08-07 16:29:10+00:00,110.4,102.04196774193551,3338.3400000000006,3363.6842903225815,171.5980324074074
2011-08-08 00:34:59+00:00,110.4,103.4610812903226,3448.7400000000007,3467.145371612904,171.9354050925926
